Poet name,Poem name,Poem
سید نظیر حسن سخا دہلوی,مری جاں سرسری ملنے سے کیا معلوم ہوتا ہے,"مری جاں سرسری ملنے سے کیا معلوم ہوتا ہے
پرکھنے سے بشر کھوٹا کھرا معلوم ہوتا ہے
تمہارے دل میں اور میرا تصور ہو نہیں سکتا
تمہارے دل میں کوئی دوسرا معلوم ہوتا ہے
ترے قدموں سے یہ ویرانہ جنت ہو گیا گویا
مجھے دنیا سے اپنا گھر جدا معلوم ہوتا ہے
مجھے تم بے وفا کہتے ہو اچھا بے وفا ہوں میں
مگر یہ مدعی کا مدعا معلوم ہوتا ہے
تمہارے دل میں جو کچھ آئے پنہاں رہ نہیں سکتا
تمہارا دل تو کوئی آئینہ معلوم ہوتا ہے
عدل کی شکل سے ظاہر اس کا دل شکستہ ہے
چمن میں اور کوئی گل کھلا معلوم ہوتا ہے
فقیروں کی صدا سن کر مرے دھوکے میں کہتے ہیں
سکھا معلوم ہوتا ہے سخاؔ معلوم ہوتا ہے"
سید نظیر حسن سخا دہلوی,تندرستی دی خدا نے تو نقاہت نہ گئی,"تندرستی دی خدا نے تو نقاہت نہ گئی
یعنی توبہ سے بھی عصیاں کی ندامت نہ گئی
شیخ جی محفل رنداں سے یہ کہتے نکلے
شکر صد شکر کہ بازار میں عزت نہ گئی
نام باقی ہے زمانہ میں تو بھر پایا
گئے مردان خدا خلق سے شہرت نہ گئی
کس کا جلوہ نظر آیا تھا اسے روز ازل
آج تک نرگس بیدار کی حیرت نہ گئی
مر گیا مر کے بھی ٹھنڈی نہ ہوئی لاش مری
سوز فرقت کی مگر دل سے حرارت نہ گئی
زرد نقرہ نہیں انساں کی طرح مردہ پسند
جو گیا قبر میں تنہا گیا دولت نہ گئی
حور جو تجھ سے مشابہ تھی اسی کو دیکھا
مرنے کے بعد بھی ظالم تری الفت نہ گئی
نفس بہکاتا ہے پیری میں تو کہتا ہوں سخاؔ
کیوں بہ شیطان تری اب بھی شرارت نہ گئی"
سید نظیر حسن سخا دہلوی,ستم کرنا کرم کرنا وفا کرنا جفا کرنا,"ستم کرنا کرم کرنا وفا کرنا جفا کرنا
مگر جو عہد کر لینا وہ آخر تک وفا کرنا
کیا خلوت میں مجھ کو قتل اور محفل میں روتے ہو
قیامت ڈھا کے اچھا یاد ہے محشر بپا کرنا
بتا اے حسن کب تک عشق کی تقدیر میں آخر
بمنت دل دیا کرنا بہ حسرت منہ تکا کرنا
نہ دل واپس نہ دل داری یہ کیا شیوہ ہے تم کو تو
نہ آیا قرض ادا کرنا نہ آیا فرض ادا کرنا
شراب عشق ہر ملت میں ہر مذہب میں جائز ہے
یہ کیا آفت ہے اے واعظ روا کو ناروا کرنا
نگاہ مست ساقی بادہ خواروں سے یہ کہتی ہے
بتوں کی جب نظر سے گر پڑو یاد خدا کرنا
تمہارا نام لیوا معتقد اولاد مدحت گر
سخاؔ کی مشکلیں حل یا علیؑ مشکل کشا کرنا"
توفیق حیدرآبادی,سکوں آموز بیتابی ہے فرقت میں فغاں میری,"سکوں آموز بیتابی ہے فرقت میں فغاں میری
ٹھہرتا ہے جو دل پہلو میں جلتی ہے زباں میری
خموشی رنگ پیدا کر رہی ہے حسرت دل کا
زبان بے زبانی کہہ رہی ہے داستاں میری
تمہیں نے جب نہ حال بیکسیٔ غم سنا میرا
مجھے امید کیا فریاد سن لے آسماں میری
بیان بے کسی پر آ نہ جائے رحم کیا معنی
کسی دن سن تو لو تم دل لگا کر داستاں میری
بنا توفیقؔ مل کر نقش ہستی و عدم میرا
کٹی دم بھر میں مانند شرر عمر رواں میری"
سید نظیر حسن سخا دہلوی,میری نگہ میں یار میں اس کی نگاہ میں,"میری نگہ میں یار میں اس کی نگاہ میں
ذرہ میں ماہتاب ہے ذرہ ہے ماہ میں
دل میں ہے دود آہ تو دل دود آہ میں
ابر سیاہ گھر میں گھر ابر سیاہ میں
ایسا کیا ہے فوج حوادث کا سامنا
حیرت میں ہے سپاہ تو حیرت سپاہ میں
پھیلی ہوئی ہے زلف کہ چھائی ہوئی گھٹا
ابر سیاہ تم میں تم ابر سیاہ میں
غم میں خوشی ہے اور خوشی میں نہاں ہے غم
مضمر ہے آہ واہ میں اور واہ آہ میں
کیا دیکھتا ہے مجھ کو سراپا ہوں چشم شوق
میری نگاہ تجھ پہ تو میری نگاہ میں
الشیخ وقت کیا یہ ہمارا قصور ہے
لذت میں ہے گناہ تو لذت گناہ میں
میری نظر میں تم ہو تمہاری نظر میں میں
میری نگہ میں تم میں تمہاری نگاہ میں
شکوہ میں شکر شکر میں شکوہ ملا ہوا
یہ آہ میری راہ میں اور واہ آہ میں
میں اس کا صید حسن وہ میرا شکار عشق
اس کی نگاہ مجھ پہ وہ میری نگاہ میں
دل تم میں اور دل میں تم اللہ رے نصیب
شہہ مسکن گدا میں گدا قصر شاہ میں
دل بزم یار میں ہے تو دل میں ہے بزم یار
مجھ میں ہے جلوہ گاہ تو میں جلوہ گاہ میں
سر اور کلاہ دونوں سخاؔ بے ثبات ہیں
دم میں کلاہ سر پہ نہ سر ہے کلاہ میں"
توفیق حیدرآبادی,ناز غفلت کے اٹھاتا ہوں میں ہشیاری میں,"ناز غفلت کے اٹھاتا ہوں میں ہشیاری میں
عالم خواب ہے گویا مری بیداری میں
کون آتا ہے الٰہی کہ پائے استقبال
حسرتیں دیر سے مصروف ہیں تیاری میں
کیا بنا لیں گے شب ہجر بگڑ کر نالے
درد اٹھ بیٹھے اگر دل کی طرف داری میں
ہوش اڑ جاتے ہیں پابند قفس کر کے مجھے
ہے مرے ساتھ رہائی بھی گرفتاری میں
لے لیا دل مرا غصہ سے جھڑک کر اس نے
دل ربائی بھی ہے ظالم کی دل آزاری میں
جاگ کر بھی رہے پابند تغافل برسوں
کیا تماشہ ہے کہ سوتے رہے بیداری میں
کیوں نہ ناکامئ قسمت کو دعا دوں توفیقؔ
برسوں پالا ہے مجھے دامن غم خواری میں"
توفیق حیدرآبادی,نہ پوچھو ہائے کس مشکل سے ٹالا اپنے مہماں کو,"نہ پوچھو ہائے کس مشکل سے ٹالا اپنے مہماں کو
نکل کر آپ سے ہم نے نکالا دل سے ارماں کو
غضب کا رنگ لائی ہے مری وحشت کی بیتابی
کہ سایا بھاگتا ہے مجھ سے پہلے ہی بیاباں کو
بہت اچھا ہوا اک شغل فرصت مل گیا ظالم
ترے شوق تغافل کو مرے ذوق تن آساں کو
جو ٹپکا آنکھ سے میری تو بس پاؤں سے مل ڈالا
سمجھتے ہیں حنا وہ خون حسرت ہائے پنہاں کو
خیال زلف نے توفیقؔ ایسا سلسلہ توڑا
پریشاں کر دیا مجموعۂ خواب پریشاں کو"
توفیق حیدرآبادی,وہ کیا جانیں کہ دل کیوں کر کسی کے دل سے ملتا ہے,"وہ کیا جانیں کہ دل کیوں کر کسی کے دل سے ملتا ہے
کہ چھپ کر ملنے والوں کا پتہ مشکل سے ملتا ہے
زبان حال سے کہتی ہے بربادی مزاروں کی
عدم کا راستہ اجڑی ہوئی منزل سے ملتا ہے
جھکی جاتی ہے گردن بار احسان مروت سے
ہم اس سے سر سے ملتے ہیں جو ہم سے دل سے ملتا ہے
الٰہی یہ بھی کیا خوں گشتہ حسرت ہائے پنہاں ہے
چمن میں رنگ گل کیوں میرے خون دل سے ملتا ہے
میں کیا بتلاؤں اے توفیقؔ لذت درد پنہاں کی
پتہ زخم جگر کا خنجر قاتل سے ملتا ہے"
توفیق حیدرآبادی,برنگ شمع رو رو کر بسر کی,"برنگ شمع رو رو کر بسر کی
شب غم اس طرح ہم نے سحر کی
بتائیں کیا کہ کس نے لے لیا دل
خدا جانے کہ آفت تھی کدھر کی
کہاں تک ساقیا جور تغافل
خبر لے اپنے مست بے خبر کی
نہ رلوائے کہیں خوں حسرت دل
ہنسی اچھی نہیں زخم جگر کی
لٹا پہلو میں دل بیٹھے ہو توفیقؔ
خبر بھی ہے تمہیں کچھ اپنے گھر کی"
توفیق حیدرآبادی,اس نے کہا ہستی تری میں نے کہا جلوا ترا,"اس نے کہا ہستی تری میں نے کہا جلوا ترا
اس نے کہا پھر نیستی میں نے کہا پردا ترا
اس نے کہا جانا مرا میں نے کہا میری اجل
اس نے کہا پھر زندگی میں نے کہا آنا ترا
اس نے کہا شام بلا میں نے کہا گیسو ترے
اس نے کہا صبح صفا میں نے کہا چہرا ترا
اس نے کہا باران غم میں نے کہا رونا مرا
اس نے کہا برق ستم میں نے کہا ہنسنا ترا
اس نے کہا تو کون ہے میں نے کہا نقش قدم
اس نے کہا منزل تری میں نے کہا کوچہ ترا
اس نے کہا کیا کام ہے میں نے کہا خدمت تری
اس نے کہا کیا نام ہے میں نے کہا بندا ترا
اس نے کہا دل لے گیا میں نے کہا ہاں لے گیا
اس نے کہا وہ کون تھا میں نے کہا غمزہ ترا
اس نے کہا کیا دل میں ہے میں نے کہا الفت تری
اس نے کہا کیا سر میں ہے میں نے کہا سودا ترا
اس نے کہا کس سے گلہ میں نے کہا تقدیر سے
اس نے کہا تقدیر کیا میں نے کہا منشا ترا
اس نے کہا شب کون تھا میں نے کہا توفیقؔ تھا
اس نے کہا وہ کون ہے میں نے کہا شیدا ترا"
توفیق حیدرآبادی,پھر ہجوم ہوس او عالم تنہائی ہے,"پھر ہجوم ہوس او عالم تنہائی ہے
پھر وہی سلسلۂ انجمن آرائی ہے
رحم کر اے ہوس لذت آزار نہ چھیڑ
دل بیمار نے مر مر کے شفا پائی ہے
داد لیں کس سے تری دید کی اے حسن نگار
خود تماشا ترے جلوہ کا تماشائی ہے
دیکھ تو چل کے شہیدان وفا کا عالم
خون زخموں سے نکلتا ہے بہار آئی ہے
پھر وہی دست و گریبان ہیں وہی جوش جنوں
پھر وہی یاد وہی بادیہ پیمائی ہے
خود مری صبح سنا دے گی انہیں حال مرا
مرا خاموش ہی رہنا مری گویائی ہے
دل پسند نگہ ناز بتاں ہے توفیقؔ
عین بت خانے میں کعبہ نے جگہ پائی ہے"
عبید اللہ خاں مبتلا,خوب ہے عاشق سوں مل رہنا سجن,"خوب ہے عاشق سوں مل رہنا سجن
لاڈ اوس کا ہر گھڑی سہنا سجن
اپنی خاطر سوں دیا مجھ کوں بسار
کیا یہی تھا تجھ سیتی کہنا سجن
راستی سے تجھ کوں کرنا ہے نباہ
ہاتھ جو پکڑا مرا دہنا سجن
مت پہن زیور اپس سنگار کوں
مہر و مہ کوں عیب ہے گہنا سجن
دل نے ہشیاری کی کپڑے پھاڑ کر
خلعت دیوانگی پہنا سجن
عاشقاں کا کام ہے جیوں خار و خس
شوق کے دریاؤں میں بہنا سجن
مبتلاؔ کوں کھو کہ پچتاوے گا توں
ہے مجھے واجب ایتا کہنا سجن"
عبید اللہ خاں مبتلا,فریاد کہ وہ شوخ ستم گار نہ آیا,"فریاد کہ وہ شوخ ستم گار نہ آیا
مجھ قتل کوں لے ہاتھ میں تلوار نہ آیا
میں پنبہ نمن نرم کیا بستر تن کوں
وہ پیو قدم دھرنے کو یکبار نہ آیا
چھٹ آہ پچھے کون مرے درد کا احوال
مجھ دکھ کی خبر لینے وہ غم خوار نہ آیا
جانے ہے وفادار مجھے دل منے لیکن
دہشت سے رقیباں کی وہ ناچار نہ آیا
آرام گیا بھوک نہیں نیند گئی بھول
افسوس کہ وہ طالع بیدار نہ آیا
بلبل کی نمن آس ہے نت باس کی مجھ کوں
صد حیف مرے پاس وہ گلزار نہ آیا
بازار سخن گرم کیا اوس کی صفت سوں
مجھ شعر کا ہیہات خریدار نہ آیا
لکھ بار سہا باغ میں مالی کا تہورا
پر سیر کتیں وہ گل بے خار نہ آیا
اے مبتلاؔ یہ بات لکھا دل کے اوپر میں
اک روز مجھ آغوش میں وہ یار نہ آیا"
عبید اللہ خاں مبتلا,منہ کتابی تیرا بیاضی نئیں,"منہ کتابی تیرا بیاضی نئیں
وو جوابی ہے اعتراضی نئیں
سرو ہر چند ہے غلام ترا
لیکن آزادگی کا راضی نئیں
صاحب حال کو زمانے میں
فکر‌ مستقبل اور ماضی نئیں
داد بے داد تجھ ستم سوں ہے
بسکہ شہر حسن میں قاضی نئیں
مبتلاؔ باغ میں ہے شور‌ و فغاں
گل کوں بلبل کی کچھ تقاضی نئیں"
عبید اللہ خاں مبتلا,تجھ چہرۂ گل رنگ نیں خوباں کو گلگونی دیا,"تجھ چہرۂ گل رنگ نیں خوباں کو گلگونی دیا
تیرے لب یاقوت نے مجھ دل کوں پر خونی دیا
دیوانہ ہو گھر چھوڑ کر جاتا رہا صحرا طرف
اے رشک لیلیٰ تو نے جب عاشق کو مجنونی دیا
مضمون عالی باندھتا ہوں تیرے قد کی وصف میں
مجھ طبع کوں صحبت نے تیری جب سے موزونی دیا
برجا ہے گر مغرور ہوں اپنے دلاں میں شاعراں
نرخ سخن کوں تجھ سخن فہمی نے افزونی دیا
فرحت کی صورت نیں نظر آئی مجھے اے نور چشم
تیری جدائی میں مگر عالم کو محزونی دیا
دیدار کی ہے اشتہا صاف اے طبیب مہرباں
تجھ شوق نے گویا مجھے معجون‌ زرعونی دیا
کہتے ہیں سارے برہمن مجھ مبتلاؔ سوں اے صنم
زنار گیسو کھول توں ہر دل کوں بفتونی دیا"
عبید اللہ خاں مبتلا,دلبر بے‌ باک سوں خوب نہیں بولنا,"دلبر بے‌ باک سوں خوب نہیں بولنا
شوخ ستم ناک سوں خوب نہیں بولنا
دست میں خنجر پکڑ نکلا ہے وہ غصہ ور
ہاتھ کے چالاک سوں خوب نہیں بولنا
ابتر خوں ریز ہے قتل اوپر تیز ہے
ظالم و سفاک سوں خوب نہیں بولنا
اس کی جفا سیں تمام جگ میں پڑی دھوم دھام
ہم جم و ضحاک سوں خوب نہیں بولنا
مجھ سے رقیب و لعیں جیو میں رکھتا ہے کیں
اوس سگ ناپاک سوں خوب نہیں بولنا
بوالہوس زشت رو کرتا ہے نت گفتگو
مرد بے‌ ادراک سوں خوب نہیں بولنا
مصرع مطلع سدا ورد کرے مبتلاؔ
دلبر بے باک سوں خوب نہیں بولنا"
عبید اللہ خاں مبتلا,مرا پیارا ہے نا فرماں ہمیشہ اور پیاروں میں,"مرا پیارا ہے نا فرماں ہمیشہ اور پیاروں میں
نہیں دیکھا کسو نے لالہ رو ایسا ہزاروں میں
اپس عشاق کوں پہچانتے ہیں خوب خوش چشماں
عجب مردم شناسی ہے نرائن کے اشاروں میں
تری زلفاں کے پیچ و تاب کی تعریف کوں سن کر
گیا پاتال کو باسک خجالت کھینچ ماروں میں
بسے ہیں شوق سوں جا کر گلوں میں رات کوں شاید
کہ آتی ہے گل‌ انداماں کے باسی باس ہاروں میں
ڈرے کیوں شیر دل عاشق رقیباں کے بدکنے سوں
کوئی باور نہیں کرتا شجاعت ان چکاروں میں
درازی جب دیا بلداں کو تیری زلف لمبی نے
برائی تب لگی کرنے کو ہر شب بیٹھ تاروں میں
اپس کوں خاک کر گلزار ہونا ہے اگر تجھ کوں
نہیں آیا نظر میں سبزہ‌ خار اوپر بہاروں میں
بلا گرداں ہوئے گر دیکھ کر آہو اچنبھا نئیں
کہ ہوئے ہے محو نرگس تیری انکھیاں کے نظاروں میں
پری‌ رویان گلشن سوں لے آئی سیم و زر نرگس
نظر بازاں بجا گنتے ہیں اوس کوں مالداروں میں
نہ کہہ سیماب کے مانند میرے دل کوں اے چنچل
ترا بیتاب ہے ممتاز سارے بے قراروں میں
نکلنا ماہ رو کے دام سے دشوار ہے یاراں
رہا ہے مبتلاؔ کا دل الجھ زلفاں کے تاروں میں"
عبید اللہ خاں مبتلا,ترا بلبل ہوں تجھ گل کی قسم ہے,"ترا بلبل ہوں تجھ گل کی قسم ہے
برہ سوں مست ہوں مل کی قسم ہے
رقیب رو سیہ کھاوے گا اب مار
مجھے تجھ کالے کاکل کی قسم ہے
لئے دل پھرتے ہیں دور زلف میں
مجھے اوس کے تسلسل کی قسم ہے
نہ کر توں بوالہوس اوپر تلطف
ترے دل کے تامل کی قسم ہے
خدا آخر کرے گا خوش مرا دل
مجھے اپنے توکل کی قسم ہے
نہیں ہوتا ہوں ملنے سیں کبھی سیر
ترے من کے تفضل کی قسم ہے
نہ رہ غافل توں اپنے مبتلاؔ سوں
تجھے تیرے تغافل کی قسم ہے"
عبید اللہ خاں مبتلا,ماہ رو نکلے ہے نت اجلی طرح,"ماہ رو نکلے ہے نت اجلی طرح
اس سبب روشن ہے دل پتلی طرح
سن مرا رونا ہوا ٹک مہرباں
یار نے برسات میں بدلی طرح
غمزہ کی شمشیر چمکاتا ہے وہ
کیوں نہ ہو دل مضطرب بجلی طرح
مچھی دیتا نئیں مجھے وہ بحر سوں
چھوڑ دی اس نے مگر اگلی طرح
کیوں مرے آگے اکڑ چلتا ہے آج
مجھ کو بھولی نئیں تری پچھلی طرح
سرنگوں ہے سرو قد کی فکر میں
بید نے مجنوں کی سب لیلی طرح
عشق نے آ کر پچھاڑا دل کتیں
گرگ نیں آہو سیں کی جنگلی طرح
مجھ دوانے کی نظر میں اے پری
تاش اور کمخاب ہے کملی طرح
گالی دے کر مسکراتا ہے وہ شوخ
مبتلاؔ اب یوں نئی نکلی طرح"
عبید اللہ خاں مبتلا,صد حیف کہ کمزور ہے چشمان بڑھاپا,"صد حیف کہ کمزور ہے چشمان بڑھاپا
سستی ستی جنبش میں ہے دندان بڑھاپا
از بسکہ ہوا ہے گا گزر فصل خزاں کا
رونق نہیں رکھتا ہے گلستان بڑھاپا
اربل کے بھنور میں گئی ہے ڈوب جوانی
جس وقت اٹھا جگ منے طوفان بڑھاپا
تسبیح‌ و مصلا و عصا عینک و رعشہ
جوبن نے دیا بھیج یہ سامان بڑھاپا
غفلت کی روئی دور نہ کی شیشۂ دل سوں
مے خانہ میں مستاں نے سن الحان بڑھاپا
اشعار ہیں تعریف سپیدی کی سراپا
اس واسطے رنگیں نہیں دیوان بڑھاپا
جوبن کے بھون میں لگی ہے آتش گرمی
چھڑکے ہے طہور آب زمستان بڑھاپا
گردوں کی طرح خم ہوا قد قوس قزح کا
کھینچا ہے مگر ضعف سوں کیوان بڑھاپا
امراض کی افواج کا یورش ہے بدن پر
اس ملک میں مغلوب ہے سلطان بڑھاپا
اب بلبل‌ جاں تنگ ہوا تن کے قفس میں
پرواز کرے دیکھ کے زندان بڑھاپا
لذت نہیں دیتا ہے دہن بیچ کسو کے
اے مبتلاؔ کیا سرد ہے گا نان بڑھاپا"
عبید اللہ خاں مبتلا,حسن کے ڈنکے کی دھوم جگ میں پڑی جا بہ جا,"حسن کے ڈنکے کی دھوم جگ میں پڑی جا بہ جا
کیوں نہ بجے دل منے عشق کی نوبت سدا
عاشق بے جاں نے آج دل ستی اے روح بخش
تجھ کوں کہا دیکھ کر جان بیا مرحبا
بلبل شیراز نے چھوڑ دیا عشق گل
غنچہ دہن کو سنا بات میں جب خوش ادا
سرو ہوا ہے کھڑا تیری تواضع کتیں
جب سیں سنا باغ میں قد کو ترے دل ربا
تیرا درس پانے کو دوڑ کر آیا چکور
بوجھ ترے چہرہ کو غیرت بدر الدجیٰ
شوق کا نازک درخت خشک ہوا درد سوں
حسن کے بستاں میں تو چپ سے ہوا بے وفا
باغ میں لالا کہے دیکھ کے نرگس طرف
چشم کا بیمار ہو کیونکہ کھڑا بے عصا
لاف نہ مار اے رقیب مجلس عشاق میں
دل منے بیگانہ ہے تجھ ستی وہ آشنا
پھول گیا سونگھ میں تیرے بدن کی سو باس
ہو کے ترے پاس جب مجھ کنے آیا صبا
بسکہ ترے آنے کی باغ منے تھی خبر
شوق سے بے اختیار گل نے کہا ہل اتیٰ
موج حوادث ستی مجھ کوں نہیں غم کبھی
کشتیٔ ہستی اپر بسکہ تو ہے ناخدا
تان ترے منہ سے سن وجد کرے تان سین
پکڑے اپس کان کوں جب وہ سنے کانہرا
یاد سوں تیری جو دل خالی‌ و غافل ہے نت
اس دل بے ہوش کا نام ہے بیت الخلاء
کوچۂ سر بستۂ زلف میں حیراں ہووے
عشق سیہ چشم کا جس کا ہووے رہ نما
آنکھ تری سحر کو پھندے میں دے ہرن کوں
زلف تری پیچ سوں دل کو دیوے ہے پھنسا
مجمر سینہ منے کیوں نہ جلے جیوں سپند
دل کوں لگی چٹپٹی جب سے ہوا توں جدا
عشق کے بیمار کوں کام طبیباں سوں نئیں
وصل کی تبرید بن اور نہیں ہے دوا
حال مرے درد کا پوچھ کبھی آن کر
لطف کے قانون سے مجھ کوں ملے گی شفا
تیری کمر دیکھ کر دنگ ہیں باریک بیں
کیوں نہ ہووے مو بہ مو تجھ پہ فدا مبتلاؔ"
حسرتؔ عظیم آبادی,آشنا کب ہو ہے یہ ذکر دل شاد کے ساتھ,"آشنا کب ہو ہے یہ ذکر دل شاد کے ساتھ
لب کو نسبت ہے مرے زمزمۂ داد کے ساتھ
بس کہ ہے چشم مروت سے بھرا گریہ زار
پڑا پھرتا ہے مرے نالہ و فریاد کے ساتھ
یاد اس لطف حضوری کا کریں کیا حاصل
آ پڑا کام فقط اب تو تری یاد کے ساتھ
ظلم ہے حق میں ہمارے ترا اب ترک ستم
دل کو ہے انس سا اک اس تری بیداد کے ساتھ
زلف و کاکل سے قوی حسن کا بازو ہے مدام
قفس و دام رہے جیسے کہ صیاد کے ساتھ
خون ناحق رہا پرویز کی گردن پہ ولے
لطف شیریں نے ستم یہ کیا فرہاد کے ساتھ
راستی سے بھلا اتنا بھی گزرنا کیا ہے
نسبت اس قد کو نہ دو سرو کے شمشاد کے ساتھ
دست و پا کر کے میں گم نکلا دبے پاؤں کیا
ملا وہ طفل مجھے رات جو استاد کے ساتھ
حسرتؔ اتنا جو تو مائل ہے گرفتاری کا
کچھ عداوت ہے تجھے خاطر آزاد کے ساتھ"
حسرتؔ عظیم آبادی,کرے عاشق پہ وہ بیداد جتنا اس کا جی چاہے,"کرے عاشق پہ وہ بیداد جتنا اس کا جی چاہے
رکھے دل کو مرے ناشاد جتنا اس کا جی چاہے
ہمیں بھی صبر خاطر خواہ داد حق ہے الفت میں
وہ دے جور و جفا کی داد جتنا اس کا جی چاہے
یہ مظلوم محبت داد رس ہرگز نہ پاوے گا
کرے دل داد اور فریاد جتنا اس کا جی چاہے
عدم ہے اور وجود اس مشت پر کا بھی مساوی سا
ستم ہم پر کرے صیاد جتنا اس کا جی چاہے
بلائے ناگہاں گریہ گرفتاری نہیں غافل
وہ ہو غم سے مرے آزاد جتنا اس کا جی چاہے
نہیں ہے سر نوشت اس کی لب جاں بخش شیریں کی
کرے جاں کندنی فرہاد جتنا اس کا جی چاہے
ہمیں حسرتؔ فراموشی بھی اس کی یادگاری ہے
کرے گو ہم کو کمتر یاد جتنا اس کا جی چاہے"
حسرتؔ عظیم آبادی,کب تلک پیوے گا تو تر دامنوں سے مل کے مل,"کب تلک پیوے گا تو تر دامنوں سے مل کے مل
ایک دم اے غنچہ لب ہم سے کبھی تو کھل کے کھل
بے سرو برگوں کو کیا نسبت ہے سیر باغ سے
داغ دل ہیں ہم تہی دستان پا در گل کے گل
اس کی جنگ بے سبب کا ہے تغافل ہی علاج
آپ ڈھیلا ہو کے آوے گا ادھر ڈھل ڈھل کے ڈھل
زیر ابرو اس طرح مژگاں نہیں رہتی مدام
سر پہ میرے جوں رہے ہے تیغ اس قاتل کی تل
ربط کچھ بزم مشائخ سے نہیں رندوں کے تئیں
کب لئے یہ مست ساغر کے سوا قلقل کی قل
ہو سکے تو بخیہ و مرہم کا یارو وقت ہے
جاں نہ جاوے اس تن مجروح میں گھائل کے گھل
با قد خم گشتہ ہوں رونے سے نت کے میں خراب
موج دریا توڑتے ہیں جس طرح پل پل کے پل
چلے کی مانند کھینچوں جب تلک بر میں نہ تنگ
کب مٹے ہے اس بت ہرجائی چنچل کی چل
دور میں اس زلف کے ہے بس کہ دیوانوں کی دھوم
سنتا ہوں چاروں طرف سے میں صدائے غل کے غل
حسرتؔ اس کے دام میں پھنسنا مقدر تھا مرا
تھے مری نظروں میں تو پیچ و خم اس کاکل کے کل"
حسرتؔ عظیم آبادی,ہر طرف ہے اس سے میرے دل کے لگ جانے میں دھوم,"ہر طرف ہے اس سے میرے دل کے لگ جانے میں دھوم
بلبل و گل میں ہے چہ چہ شمع و پروانے میں دھوم
فتنہ گر ہے ناز و عشوہ اس کی چشم شوخ میں
جوں مچاویں پی کے مے بدمست مے خانے میں دھوم
یاد میں اپنی ہے شاید وہ فرامش کار بھی
دل کرے ہے مجھ سے اس کی یاد دلوانے میں دھوم
جس طرح باد خزاں دیدہ میں آتی ہے بہار
شہر میں ہوتی ہے اس کے میرے گھر آنے میں دھوم
نوبت اوروں کی تو اے ساقی سبو پرداز ہے
کیا مچائی ہے ہمارے ایک پیمانے میں دھوم
جوں بلندی سے گرے ہے خاک پر کوئی ضعیف
ہے مری اس شوخ کی نظروں سے گر جانے میں دھوم
دیکھ تو لے سیر ہو کر تجھ کو یہ خانہ خراب
آتے ہی کیا ہے تری اتنی بھی گھر جانے میں دھوم
برہمن ہونے کو آتا ہے نیا شیخ آج کون
ہو رہی ہے ہر طرف حسرتؔ صنم خانے میں دھوم"
حسرتؔ عظیم آبادی,کیا کہوں تجھ سے مری جان میں شب کا احوال,"کیا کہوں تجھ سے مری جان میں شب کا احوال
تجھ پہ روشن ہے دل وصل طلب کا احوال
ہوں میں اک عاشق بے باک و خراباتی و رند
مجھ سے مت پوچھ مرے علم و ادب کا احوال
دل کو خالی کروں رو رو کے مگر میں بے کس
کون سنتا ہے مرے رنج و تعب کا احوال
محرم راز نہیں ملتا کوئی درد ہے یہ
کیا طبیبوں سے کہوں عشق کے تب کا احوال
لطف ہے سب سے سزاوار غضب ایک ہوں میں
خوب دیکھا جو ترے لطف و غضب کا احوال
اے میاں آج تو دو بات مری بھی سن لے
کہا چاہوں ہوں میں تجھ سے بھلا کب کا احوال
زور ہے جیسے کہ نسبت نمک و ریش کے بیچ
میں ہی سمجھوں تری کیفیت لب کا احوال
نہیں دم مارنے کی مجھ کو ترے آگے مجال
ہائے سنتا ہے تو کس طرح سے سب کا احوال
کیا کوئی خوش ہو مرے شعر کو سن کے حسرتؔ
درد دل ہے یہ نہیں عیش و طرب کا احوال"
حسرتؔ عظیم آبادی,عشق میں گل کے جو نالاں بلبل غم ناک ہے,"عشق میں گل کے جو نالاں بلبل غم ناک ہے
گل بھی اس کے غم میں دیکھو کیا گریباں چاک ہے
داغ بر داغ اشک بر اشک اپنی چشم و دل میں ہیں
کیا بلا گل خیز اے یارو یہ مشت خاک ہے
اے خضر جاؤں کہاں میں کوچۂ مے خانہ چھوڑ
خوش دلی کا مولد و منشا یہ خاک پاک ہے
غرق سر تا پا ہوں بحر بیکران خوں میں میں
آشنا پوچھے ہے تو یہ چشم کیوں نمناک ہے
سرو کی نسبت سے اس قد بلا بالا کو کیا
خشک چوب پا بگل یہ وہ قد چالاک ہے
ہائے کن آنکھوں سے دیکھوں اس رخ روشن پہ خط
چشمۂ خورشید میں یہ کیا خس و خاشاک ہے
کافر و مومن کو رقت غم میں ہے حسرتؔ کے ہائے
کچھ خدا کا ڈر بھی تجھ کو اے بت بیباک ہے"
حسرتؔ عظیم آبادی,جو ہمیں چاہے اس کے چاکر ہیں,"جو ہمیں چاہے اس کے چاکر ہیں
یار شاطر نہ بار خاطر ہیں
یاد ہے ہم سے پیار سے کہنا
تجھ سے ہم سب طرح سے حاضر ہیں
دل اٹھاویں گے تجھ سے تا مقدور
صبر کرنے پہ گو نہ قادر ہیں
یار و عاشق بہم موافق ہوں
اتفاق ایسے شاذ و نادر ہیں
وصل کی بن نہ آئی کچھ تدبیر
ہم سے کم عاشقوں میں بد بر ہیں
کچھ قصور اپنی بندگی میں نہیں
بندگی سے اگر مقصر ہیں
حسرتؔ عشق بتاں سے مانگ اماں
جتنے ہیں سب یہ سخت کافر ہیں"
